Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2017,2018,2019,2020,2021,2022,Estimates Start After
Lithuania,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2021 Notes: The Department of Statistics publishes an CPI index consistent with the harmonized EU methodology (HICP) from 1995. Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2022,104.422,107.065,109.466,110.628,115.745,131.17,2021
Lithuania,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,32.856,33.749,34.072,34.907,36.436,37.473,2020
Lithuania,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,32.402,33.152,33.807,42.175,39.422,41.029,2020
Lithuania,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,32.946,27.726,30.334,41.122,38.118,35.765,2020
Lithuania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,39.338,33.663,35.865,46.58,43.002,40.081,2020
Luxembourg,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",65.689,71.317,70.203,73.294,86.768,86.898,2020
Luxembourg,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2022,102.153,104.212,105.933,105.938,109.615,115.787,2020
Luxembourg,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,42.569,45.134,45.262,43.915,43.118,43.215,2020
Luxembourg,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,41.274,42.126,42.863,47.732,42.516,43.626,2020
Luxembourg,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-11.412,-11.181,-8.538,-5.352,-1.278,0.596,2020
Luxembourg,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,21.822,20.845,22.292,24.751,25.091,25.678,2020
Macao SAR,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",50.441,55.285,55.205,25.586,29.905,35.246,2021
Macao SAR,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2008 Primary domestic currency: Macanese pataca Data last updated: 04/2022,141.558,145.811,149.823,151.039,151.08,155.298,2021
Macao SAR,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,31.885,31.329,32.821,27.646,29.716,26.325,2020
Macao SAR,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,18.626,18.026,18.413,48.853,46.266,36.488,2020
Macao SAR,General government net debt,Percent of GDP,,,,,,,,,
Macao SAR,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,0,0,0,0,0,0,2020
Madagascar,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.176,13.76,14.105,13.056,14.184,14.616,2018
Madagascar,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2016 Primary domestic currency: Malagasy ariary Data last updated: 03/2022,108.59,117.927,124.558,129.775,137.327,149.412,2021
Madagascar,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,12.839,13.013,13.941,12.394,12.446,14.313,2020
Madagascar,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,14.942,14.351,15.362,16.349,18.712,20.618,2020
Madagascar,General government net debt,Percent of GDP,,,,,,,,,
Madagascar,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,40.136,40.393,38.522,49.005,53.387,57.932,2020
Malawi,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.943,9.882,11.031,11.847,12.176,12.042,2020
Malawi,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2021 Primary domestic currency: Malawian kwacha Data last updated: 04/2022,70.471,76.965,84.183,91.455,100,110.683,2021
Malawi,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.841,15.034,14.764,14.545,14.777,14.84,2021
Malawi,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,20.99,19.379,19.313,22.727,23.313,22.667,2021
Malawi,General government net debt,Percent of GDP,,,,,,,,,
Malawi,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,40.252,43.904,45.297,54.785,63.518,66.897,2021
Malaysia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",319.249,358.994,365.385,337.28,372.754,439.373,2021
Malaysia,"Inflation, average consumer prices",Index,,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2021 Harmonized prices: No Base year: 2010 Primary domestic currency: Malaysian ringgit Data last updated: 03/2022,119.525,120.683,121.483,120.1,123.075,126.828,2021
Malaysia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,19.631,20.155,21.561,20.643,18.317,17.359,2020
Malaysia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,22.043,22.8,23.57,25.267,23.778,22.248,2020
Malaysia,General government net debt,Percent of GDP,,,,,,,,,
Malaysia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,54.396,55.646,57.067,67.783,68.972,69.25,2020
Maldives,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.747,5.294,5.598,3.736,5.07,5.502,2020
Maldives,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2021 Harmonized prices: No Base year: 2019. PCPIE with base year 2019 is not available Primary domestic currency: Maldivian rufiyaa Data last updated: 04/2022,96.879,98.203,99.505,97.919,98.128,100.375,2021
Maldives,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,27.694,27.239,26.933,26.441,27.174,27.589,2020
Maldives,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,30.754,32.508,33.614,49.946,42.235,41.045,2020
Maldives,General government net debt,Percent of GDP,,,,,,,,,
Maldives,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,64.563,72.009,78.811,146.135,123.43,129.25,2020
Mali,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.36,17.079,17.281,17.491,19.188,19.264,2019
Mali,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2000. January of year Primary domestic currency: CFA franc Data last updated: 03/2022,144.31,146.812,142.563,143.326,149.118,161.047,2020
Mali,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.059,15.565,21.465,20.725,22.189,20.284,2019
Mali,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,22.921,20.307,23.149,26.115,27.09,24.784,2019
Mali,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,31.098,34.089,34.558,40.721,44.882,43.442,2019
Mali,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,35.985,37.524,40.725,47.335,52.05,53.442,2019
Malta,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.5,15.309,15.722,14.905,17.201,17.251,2021
Malta,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Eurostat Latest actual data: 2021 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2022,102.175,103.954,105.538,106.368,107.119,112.16,2021
Malta,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,37.185,37.21,35.994,35.796,36.277,36.409,2020
Malta,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,34.06,35.351,35.637,45.717,45.589,43.834,2020
Malta,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,35.384,32.469,29.485,43.183,n/a,n/a,2020
Malta,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,47.499,43.524,40.605,53.282,57.361,61.046,2020
Marshall Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.212,0.222,0.236,0.244,0.248,0.267,2020
Marshall Islands,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: FY2019/20 Harmonized prices: No Base year: FY2002/03. Base Year is 2003 Quarter 1 Primary domestic currency: US dollar Data last updated: 03/2022,146.572,147.679,146.954,146.59,151.72,159.762,2020
Marshall Islands,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,68.659,62.557,62.974,70.291,81.849,67.808,2020
Marshall Islands,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,64.245,60.023,64.757,65.287,78.031,68.795,2020
Marshall Islands,General government net debt,Percent of GDP,,,,,,,,,
Marshall Islands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,25.575,24.513,24.838,19.013,14.832,14.796,2020
Mauritania,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.826,7.351,7.889,8.11,9.13,9.28,2020
Mauritania,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: Yes Base year: 2005 Primary domestic currency: New Mauritanian ouguiya Data last updated: 04/2022,166.012,171.081,175.026,178.99,185.725,194.733,2020
Mauritania,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.829,22.582,20.486,22.243,19.712,20.549,2020
Mauritania,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,20.298,19.302,17.837,19.339,19.025,20.406,2020
Mauritania,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,53.673,56.521,55.756,58.118,53.78,54.559,2020
Mauritania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,54.761,58.856,56.831,59.192,54.722,55.492,2020
Mauritius,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.259,14.182,14.046,10.921,11.078,11.263,2020
Mauritius,"Inflation, average consumer prices",Index,,Source: National Statistics Office. New base period and basket for CPI (January to December 2017=100) introduced in April 2018 Latest actual data: 2020 Harmonized prices: No. Data refer to calendar years Base year: 2017 Primary domestic currency: Mauritian rupee Data last updated: 03/2022,100,103.231,103.7,106.314,110.607,119.921,2020
Mauritius,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,22.749,22.535,22.702,22.654,23.76,24.111,2021
Mauritius,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,24.42,24.763,31.134,33.599,30.911,28.979,2021
Mauritius,General government net debt,Percent of GDP,,,,,,,,,
Mauritius,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,64.335,66.223,84.621,99.184,100.712,98.853,2021
Mexico,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,158.91","1,222.41","1,269.40","1,087.12","1,294.83","1,322.74",2021
Mexico,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2018. Note: 100 = July 16-31, 2018. Thus looking at monthly data there will be no period equal to 100. Primary domestic currency: Mexican peso Data last updated: 03/2022",95.571,100.251,103.894,107.425,113.54,121.275,2021
Mexico,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,24.642,23.464,23.626,24.226,23.325,24.437,2021
Mexico,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,25.705,25.662,25.954,28.65,27.122,27.637,2021
Mexico,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,45.736,44.854,44.487,51.745,49.951,50.726,2021
Mexico,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,53.963,53.649,53.321,60.297,57.627,58.401,2021
Micronesia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.367,0.402,0.416,0.412,0.407,0.427,2018
Micronesia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: FY2019/20 Harmonized prices: No Base year: FY2007/08. The base is 2008Q2 (i.e. 2008Q2 = 100) Primary domestic currency: US dollar Data last updated: 03/2022,127.662,129.057,131.89,133.095,135.873,143.415,2020
Micronesia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,78.191,79.71,77.202,68.692,73.215,66.997,2018
Micronesia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,63.95,55.485,60.221,68.539,72.174,66.171,2018
Micronesia,General government net debt,Percent of GDP,,,,,,,,,
Micronesia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,21.923,18.834,18.595,15.883,15.001,14.229,2018
Moldova,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.67,11.457,11.972,11.53,13.672,13.811,2021
Moldova,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 1992 Primary domestic currency: Moldovan leu Data last updated: 04/2022,"51,480.35","53,328.61","55,912.69","58,021.23","60,979.79","74,343.41",2021
Moldova,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.841,30.126,29.922,31.369,31.989,30.427,2021
Moldova,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,30.481,30.964,31.359,36.686,34.611,37.667,2021
Moldova,General government net debt,Percent of GDP,,,,,,,,,
Moldova,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,34.3,31.23,28.294,36.685,32.99,36.447,2021
Mongolia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.481,13.207,14.206,13.313,15.098,18.102,2021
Mongolia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2015 Primary domestic currency: Mongolian tögrög   Data last updated: 03/2022,105.083,112.258,120.408,124.883,133.758,154.465,2021
Mongolia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,28.461,31.26,31.713,27.889,33.122,36.425,2021
Mongolia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,32.177,28.406,30.819,37.124,36.58,33.062,2021
Mongolia,General government net debt,Percent of GDP,,,,,,,,,
Mongolia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,100.074,88.22,78.475,91.336,94.692,82.031,2021
Montenegro,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.855,5.509,5.543,4.777,5.813,6.018,2020
Montenegro,"Inflation, average consumer prices",Index,,Source: National Statistics Office. MONSTAT Latest actual data: 2020. 2007 different from authorities due non-corrected mistake from authorities. Harmonized prices: No Base year: 1999. 1999 for CPI (eop) and CPI (pa); 2008 for Core CPI Primary domestic currency: Euro Data last updated: 03/2022,298.954,306.737,307.86,307.128,314.497,335.882,2020
Montenegro,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,40.281,40.973,42.206,43.413,42.796,38.673,2020
Montenegro,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,47.093,47.186,43.974,54.35,44.412,43.738,2020
Montenegro,General government net debt,Percent of GDP,,,,,,,,,
Montenegro,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,66.207,71.885,78.793,107.349,86.754,77.993,2020
Morocco,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",109.683,118.096,119.871,114.724,131.465,133.062,2020
Morocco,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2017. Component weights have changed since 2006. Additionally, since 2018, the HCP has been publishing a general price index based on a more detailed basket of goods than that which is available through the data releases. Hence, the component weights are reverse-engineered so that the index calculated based on the broad price categories published on the HCP website is broadly in line with the HCP published general index. This leads to some historical discrepancies. Primary domestic currency: Moroccan dirham Data last updated: 04/2022",100.004,101.573,101.817,102.451,103.885,108.456,2020
Morocco,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,26.563,26.141,25.609,28.558,26.279,27.652,2020
Morocco,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,30.057,29.84,29.428,36.118,32.735,33.942,2020
Morocco,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,64.759,64.938,64.527,75.735,75.737,76.566,2020
Morocco,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,65.124,65.198,64.815,76.408,76.29,77.119,2020
Mozambique,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.219,14.845,15.39,14.029,16.104,18.091,2020
Mozambique,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Instituto Nacional de Estadistica (INE). Latest actual data: 2021. December 2021 is latest actual Harmonized prices: No Base year: 2016. We are have replaced CPI with National CPI, as before it used to be Maputo only CPI - Backward inflation for Maputo has been applied to the historical period. Authorities report CPI index as average Jan-Dec 2016=100. Primary domestic currency: Mozambican metical Data last updated: 04/2022",115.114,119.617,122.943,126.806,134.019,145.354,2021
Mozambique,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,27.073,25.761,29.685,28.062,27.057,29.445,2020
Mozambique,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,29.066,31.346,29.833,33.177,30.634,32.423,2020
Mozambique,General government net debt,Percent of GDP,,,,,,,,,
Mozambique,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,100.023,103.597,96.053,119.016,102.316,102.014,2020
Myanmar,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.267,66.699,68.802,81.257,65.16,69.262,2020
Myanmar,"Inflation, average consumer prices",Index,,Source: Central Statistical Organization. Annual historical data have been re-estimated based on monthly data by IMF staff to ensure data consistency after the change of fiscal year from April-March to October-September. Latest actual data: FY2020/21. FY(t/t+1) = CY(t+1) Harmonized prices: No. Data refer to fiscal years Base year: FY2011/12 Primary domestic currency: Myanmar kyat Data last updated: 03/2022,132.435,140.307,152.411,161.137,167.006,190.493,2021
Myanmar,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,17.909,17.629,16.349,16.038,14.129,15.008,2020
Myanmar,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,20.767,21.031,20.256,21.648,21.941,21.871,2020
Myanmar,General government net debt,Percent of GDP,,,,,,,,,
Myanmar,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,38.47,40.415,38.753,39.276,62.343,58.825,2020
Namibia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.883,13.676,12.494,10.619,12.346,13.019,2020
Namibia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2012. December=100 Primary domestic currency: Namibian dollar Data last updated: 03/2022,127.189,132.65,137.586,140.626,145.717,153.731,2021
Namibia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.099,31.236,32.039,33.181,29.924,28.538,2020
Namibia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,38.093,36.33,37.55,41.338,38.868,36.313,2020
Namibia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,41.39,47.421,55.151,64.272,68.795,68.379,2020
Namibia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,43.829,50.401,59.518,66.743,70.183,69.648,2020
Nauru,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.11,0.124,0.119,0.114,0.133,0.134,2019
Nauru,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Also includes assistance from IMF staff Latest actual data: FY2019/20 Harmonized prices: No Base year: FY2008/09. Base: August 2008 Primary domestic currency: Australian dollar Data last updated: 03/2022,122.607,123.175,128.471,120.039,121.479,123.909,2020
Nauru,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,121.845,129.261,148.72,170.218,179.238,170.727,2021
Nauru,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,101.702,95.645,118.859,134.528,135.486,154.455,2021
Nauru,General government net debt,Percent of GDP,,,,,,,,,
Nauru,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,77.529,75.111,62.844,61.382,27.064,27.334,2021
Nepal,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",28.972,33.112,34.186,33.982,34.52,36.315,2020
Nepal,"Inflation, average consumer prices",Index,,Source: Central Bank. Missing data points prior to 2010 is spliced (ratio spliced) using the old CPI series by the desk Latest actual data: FY2020/21 Harmonized prices: No. Data refer to fiscal years. Base year: FY2014/15. Average of 2014 and 2015 = 100; numbers may slightly differ due to rounding Primary domestic currency: Nepalese rupee Data last updated: 03/2022,114.835,119.597,125.145,132.841,137.621,145.597,2021
Nepal,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.946,22.166,22.352,22.097,24.247,25.285,2020
Nepal,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,23.635,27.999,27.339,27.425,28.478,31.024,2020
Nepal,General government net debt,Percent of GDP,,,,,,,,,
Nepal,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,24.989,30.081,33.134,42.159,47.236,51.505,2020
Netherlands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",833.575,914.458,910.295,913.134,"1,018.68","1,013.60",2021
Netherlands,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2022,101.396,103.021,105.772,106.955,109.978,115.672,2021
Netherlands,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,42.923,42.872,43.583,41.07,41.506,41.858,2020
Netherlands,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,41.606,41.442,41.237,45.493,47.12,44.452,2020
Netherlands,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,46.622,42.926,41.891,43.195,46.462,45.285,2020
Netherlands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,56.94,52.426,47.561,52.755,56.744,55.307,2020
New Zealand,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",203.595,209.697,211.036,210.698,247.685,257.211,2021
New Zealand,"Inflation, average consumer prices",Index,,Source: IMF Staff Estimates. IMF staff estimates based on Statistics New Zealand data Latest actual data: 2021 Harmonized prices: No Base year: 2000. Source data are based June 2017=1000. We rebase them 2000=100 Primary domestic currency: New Zealand dollar Data last updated: 03/2022,143.707,146.004,148.368,150.912,156.86,166.117,2021
New Zealand,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,36.968,37.35,36.286,37.648,37.637,37.075,2020
New Zealand,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,35.644,36.098,38.756,41.682,42.581,41.936,2020
New Zealand,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,5.553,4.718,6.852,10.236,15.039,19.984,2020
New Zealand,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,31.132,28.087,31.808,43.121,49.075,51.214,2020
Nicaragua,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.786,13.025,12.625,12.62,14.25,15.764,2020
Nicaragua,"Inflation, average consumer prices",Index,,"Source: Central Bank Latest actual data: 2020 Notes: Due to political and economic events (civil war and hyperinflation), data prior to 1995 are less reliable. Harmonized prices: No Base year: 2006. The underlying CPI is built using 2006 as base year. However the series has been linked backwards since 2009 using a coefficient of adjustment as posted on the Central Bank's website. Primary domestic currency: Nicaraguan córdoba Data last updated: 03/2022",204.632,214.756,226.302,234.634,246.184,267.617,2020
Nicaragua,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,25.479,24.602,27.536,26.852,28.309,26.101,2020
Nicaragua,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,27.258,27.625,27.84,28.975,29.992,27.131,2020
Nicaragua,General government net debt,Percent of GDP,,,,,,,,,
Nicaragua,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,34.08,37.686,41.69,47.919,48.644,46.9,2020
Niger,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.185,12.85,12.912,13.758,14.959,15.62,2020
Niger,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020. 2020 is an estimate. Harmonized prices: No Base year: 2014 Primary domestic currency: CFA franc Data last updated: 03/2022,101.334,104.124,101.5,104.442,108.45,113.885,2020
Niger,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.387,18.1,18.011,17.558,18.302,17.678,2020
Niger,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.502,21.1,21.57,22.896,24.195,23.091,2020
Niger,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,32.337,34.013,35.935,41.031,47.465,48.698,2020
Niger,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,36.494,36.907,39.802,44.981,52.947,53.754,2020
Nigeria,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",375.745,421.737,448.12,429.423,441.541,510.588,2020
Nigeria,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Base year: 2009. The base period is November 2009 which explains the small discrepancy in 2009. Primary domestic currency: Nigerian naira Data last updated: 03/2022,233.352,261.574,291.386,329.985,385.927,448.205,2020
Nigeria,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,6.576,8.505,7.831,6.321,7.222,8.445,2020
Nigeria,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,11.991,12.82,12.522,11.977,13.263,14.887,2020
Nigeria,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,20.938,23.492,25.45,34.053,36.562,36.817,2020
Nigeria,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,25.34,27.689,29.17,34.486,36.996,37.428,2020
North Macedonia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.336,12.694,12.609,12.138,13.889,14.198,2021
North Macedonia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2010 Primary domestic currency: Macedonian denar Data last updated: 03/2022,110.916,112.533,113.396,114.757,118.464,126.619,2021
North Macedonia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.03,28.511,29.438,28.931,30.212,30.241,2021
North Macedonia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,31.763,30.266,31.406,37.144,35.574,36.527,2021
North Macedonia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,38.745,39.178,39.836,51.112,52.332,54.336,2021
North Macedonia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,39.383,40.425,40.448,51.881,53.202,55.297,2021
Norway,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",398.394,437,404.941,362.198,482.437,541.938,2021
Norway,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2010 Primary domestic currency: Norwegian krone Data last updated: 03/2022,114.551,117.718,120.27,121.817,126.061,130.473,2021
