Reporting Economy,Continent,Commercial services traded,Date,Value
Germany,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2017,"32,402,645,000"
Germany,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2015,"36,187,872,000"
Germany,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2019,"25,262,062,000"
Germany,Europe,"Goods for processing in reporting economy – Goods returned , Goods received",31/12/2016,"31,722,736,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2016,"22,627,313,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2019,"23,217,901,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2015,"22,343,371,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2017,"23,482,683,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2018,"23,080,575,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2014,"23,910,357,000"
Germany,Europe,"Goods for processing abroad - Goods sent , Goods returned",31/12/2013,"21,737,308,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2014,"8,648,540,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2017,"10,699,210,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2013,"12,257,201,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2016,"9,552,574,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2015,"8,428,969,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2019,"12,581,774,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2020,"11,633,267,000"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2021,"12,274,461,691"
Germany,Europe,Maintenance and repair services n.i.e.,31/12/2018,"11,615,869,000"
Germany,Europe,Transport,31/12/2015,"62,330,215,000"
Germany,Europe,Transport,31/12/2013,"73,613,599,000"
Germany,Europe,Transport,31/12/2017,"65,936,101,000"
Germany,Europe,Transport,31/12/2016,"61,823,860,000"
Germany,Europe,Transport,31/12/2019,"69,752,218,000"
Germany,Europe,Transport,31/12/2020,"65,644,764,711"
Germany,Europe,Transport,31/12/2021,"94,288,910,069"
Germany,Europe,Transport,31/12/2018,"72,106,720,000"
Germany,Europe,Transport,31/12/2014,"71,016,338,000"
Germany,Europe,Sea transport,31/12/2020,"18,736,247,065"
Germany,Europe,Sea transport,31/12/2021,"26,911,823,392"
Germany,Europe,Sea transport,31/12/2016,"18,160,959,000"
Germany,Europe,Sea transport,31/12/2013,"24,085,421,000"
Germany,Europe,Sea transport,31/12/2017,"18,582,126,000"
Germany,Europe,Sea transport,31/12/2018,"19,832,950,000"
Germany,Europe,Sea transport,31/12/2014,"22,039,828,000"
Germany,Europe,Sea transport,31/12/2019,"18,962,779,000"
Germany,Europe,Sea transport,31/12/2015,"18,685,307,000"
Germany,Europe,Passenger (Sea),31/12/2014,"27,899,000"
Germany,Europe,Passenger (Sea),31/12/2013,"217,811,000"
Germany,Europe,Passenger (Sea),31/12/2015,"25,519,000"
Germany,Europe,Passenger (Sea),31/12/2017,"29,372,000"
Germany,Europe,Passenger (Sea),31/12/2016,"32,100,000"
Germany,Europe,Freight (Sea),31/12/2021,"10,201,214,717"
Germany,Europe,Freight (Sea),31/12/2017,"7,626,478,000"
Germany,Europe,Freight (Sea),31/12/2018,"7,954,910,000"
Germany,Europe,Freight (Sea),31/12/2013,"8,413,628,000"
Germany,Europe,Freight (Sea),31/12/2014,"9,652,887,000"
Germany,Europe,Freight (Sea),31/12/2020,"7,102,175,000"
Germany,Europe,Freight (Sea),31/12/2015,"7,520,278,000"
Germany,Europe,Freight (Sea),31/12/2016,"7,440,603,000"
Germany,Europe,Freight (Sea),31/12/2019,"7,538,541,000"
Germany,Europe,Air transport,31/12/2021,"20,069,209,781"
Germany,Europe,Air transport,31/12/2014,"23,167,725,000"
Germany,Europe,Air transport,31/12/2017,"20,418,987,000"
Germany,Europe,Air transport,31/12/2018,"21,469,753,000"
Germany,Europe,Air transport,31/12/2013,"25,809,318,000"
Germany,Europe,Air transport,31/12/2019,"20,105,762,000"
Germany,Europe,Air transport,31/12/2016,"19,665,241,000"
Germany,Europe,Air transport,31/12/2015,"20,119,907,000"
Germany,Europe,Air transport,31/12/2020,"13,972,359,560"
Germany,Europe,Passenger (Air),31/12/2015,"7,522,497,000"
Germany,Europe,Passenger (Air),31/12/2016,"7,135,097,000"
Germany,Europe,Passenger (Air),31/12/2014,"8,102,526,000"
Germany,Europe,Passenger (Air),31/12/2013,"10,838,771,000"
Germany,Europe,Freight (Air),31/12/2015,"7,965,193,000"
Germany,Europe,Freight (Air),31/12/2014,"9,906,630,000"
Germany,Europe,Freight (Air),31/12/2017,"8,648,839,000"
Germany,Europe,Freight (Air),31/12/2019,"8,687,122,000"
Germany,Europe,Freight (Air),31/12/2018,"9,356,703,000"
Germany,Europe,Freight (Air),31/12/2013,"9,478,778,000"
Germany,Europe,Freight (Air),31/12/2016,"8,160,090,000"
Germany,Europe,Freight (Air),31/12/2020,"9,039,340,000"
Germany,Europe,Freight (Air),31/12/2021,"12,983,663,208"
Germany,Europe,Space transport,31/12/2015,"11,095,000"
Germany,Europe,Space transport,31/12/2016,"6,641,000"
Germany,Europe,Rail transport,31/12/2013,"1,969,599,000"
Germany,Europe,Rail transport,31/12/2017,"1,858,326,000"
Germany,Europe,Rail transport,31/12/2015,"1,778,549,000"
Germany,Europe,Rail transport,31/12/2016,"1,744,479,000"
Germany,Europe,Rail transport,31/12/2014,"2,010,022,000"
Germany,Europe,Passenger (Rail),31/12/2013,"264,295,000"
Germany,Europe,Passenger (Rail),31/12/2014,"263,043,000"
Germany,Europe,Passenger (Rail),31/12/2015,"251,859,000"
Germany,Europe,Passenger (Rail),31/12/2016,"229,129,000"
Germany,Europe,Freight (Rail),31/12/2017,"1,330,764,000"
Germany,Europe,Freight (Rail),31/12/2013,"1,406,477,000"
Germany,Europe,Freight (Rail),31/12/2016,"1,287,328,000"
Germany,Europe,Freight (Rail),31/12/2015,"1,279,268,000"
Germany,Europe,Freight (Rail),31/12/2014,"1,465,336,000"
Germany,Europe,Road transport,31/12/2014,"15,324,257,000"
Germany,Europe,Road transport,31/12/2013,"13,974,458,000"
Germany,Europe,Road transport,31/12/2015,"13,331,907,000"
Germany,Europe,Road transport,31/12/2020,"14,914,797,000"
Germany,Europe,Road transport,31/12/2017,"14,671,169,000"
Germany,Europe,Road transport,31/12/2016,"13,858,427,000"
Germany,Europe,Road transport,31/12/2019,"15,578,607,000"
Germany,Europe,Road transport,31/12/2018,"15,795,267,000"
Germany,Europe,Passenger (Road),31/12/2014,"19,928,000"
Germany,Europe,Passenger (Road),31/12/2015,"35,504,000"
Germany,Europe,Passenger (Road),31/12/2017,"67,781,000"
Germany,Europe,Passenger (Road),31/12/2013,"5,312,000"
Germany,Europe,Passenger (Road),31/12/2016,"59,773,000"
Germany,Europe,Freight (Road),31/12/2013,"12,837,589,000"
Germany,Europe,Freight (Road),31/12/2017,"12,625,317,000"
Germany,Europe,Freight (Road),31/12/2016,"12,084,061,000"
Germany,Europe,Freight (Road),31/12/2015,"11,723,113,000"
Germany,Europe,Freight (Road),31/12/2014,"13,606,505,000"
Germany,Europe,Inland waterway transport,31/12/2016,"503,641,000"
Germany,Europe,Inland waterway transport,31/12/2017,"525,302,000"
Germany,Europe,Inland waterway transport,31/12/2013,"529,919,000"
Germany,Europe,Inland waterway transport,31/12/2015,"505,938,000"
Germany,Europe,Inland waterway transport,31/12/2014,"568,598,000"
Germany,Europe,Pipeline transport,31/12/2016,"675,211,000"
Germany,Europe,Pipeline transport,31/12/2015,"614,670,000"
Germany,Europe,Electricity transmission,31/12/2015,"1,135,032,000"
Germany,Europe,Electricity transmission,31/12/2016,"1,262,976,000"
Germany,Europe,Electricity transmission,31/12/2019,"1,679,212,000"
Germany,Europe,Electricity transmission,31/12/2020,"2,149,613,000"
Germany,Europe,Electricity transmission,31/12/2018,"2,174,137,000"
Germany,Europe,Postal and courier services,31/12/2016,"1,434,546,000"
Germany,Europe,Postal and courier services,31/12/2019,"2,001,620,000"
Germany,Europe,Postal and courier services,31/12/2015,"1,419,067,000"
Germany,Europe,Postal and courier services,31/12/2021,"3,770,994,312"
Germany,Europe,Postal and courier services,31/12/2018,"1,756,079,000"
Germany,Europe,Postal and courier services,31/12/2017,"1,468,586,000"
Germany,Europe,Postal and courier services,31/12/2020,"2,625,399,256"
Germany,Europe,Postal and courier services,31/12/2013,"2,291,004,000"
Germany,Europe,Postal and courier services,31/12/2014,"1,712,438,000"
Germany,Europe,Travel,31/12/2015,"77,511,680,000"
Germany,Europe,Travel,31/12/2017,"89,062,934,000"
Germany,Europe,Travel,31/12/2018,"95,579,372,000"
Germany,Europe,Travel,31/12/2013,"91,366,552,000"
Germany,Europe,Travel,31/12/2016,"79,790,004,000"
Germany,Europe,Travel,31/12/2014,"93,341,794,000"
Germany,Europe,Travel,31/12/2019,"93,243,271,000"
Germany,Europe,Travel,31/12/2020,"38,867,791,000"
Germany,Europe,Travel,31/12/2021,"47,958,286,326"
Germany,Europe,Business,31/12/2019,"7,876,623,000"
Germany,Europe,Business,31/12/2014,"10,343,707,000"
Germany,Europe,Business,31/12/2017,"8,177,762,000"
Germany,Europe,Business,31/12/2015,"7,630,120,000"
Germany,Europe,Business,31/12/2020,"3,563,652,000"
Germany,Europe,Business,31/12/2013,"9,699,246,000"
Germany,Europe,Business,31/12/2018,"7,835,633,000"
Germany,Europe,Business,31/12/2016,"6,655,808,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2020,"604,222,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2018,"1,302,593,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2015,"510,376,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2017,"1,165,831,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2019,"1,163,134,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2014,"1,758,935,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2013,"2,159,520,000"
Germany,Europe,"Acquisition of goods and services by border, seasonal, and other short-term workers",31/12/2016,"901,019,000"
Germany,Europe,Personal,31/12/2014,"82,998,087,000"
Germany,Europe,Personal,31/12/2015,"69,881,560,000"
Germany,Europe,Personal,31/12/2019,"85,366,648,000"
Germany,Europe,Personal,31/12/2018,"87,743,739,000"
Germany,Europe,Personal,31/12/2017,"80,886,302,000"
Germany,Europe,Personal,31/12/2020,"35,304,140,000"
Germany,Europe,Personal,31/12/2013,"81,667,306,000"
Germany,Europe,Personal,31/12/2016,"73,134,196,000"
Germany,Europe,Health-related,31/12/2015,"592,480,000"
Germany,Europe,Health-related,31/12/2013,"957,573,000"
Germany,Europe,Health-related,31/12/2017,"588,564,000"
Germany,Europe,Health-related,31/12/2018,"910,516,000"
Germany,Europe,Health-related,31/12/2019,"798,185,000"
Germany,Europe,Health-related,31/12/2014,"939,250,000"
Germany,Europe,Health-related,31/12/2016,"805,825,000"
Germany,Europe,Health-related,31/12/2020,"382,636,000"
Germany,Europe,Education-related,31/12/2013,"3,135,687,000"
Germany,Europe,Education-related,31/12/2018,"3,120,082,000"
Germany,Europe,Education-related,31/12/2016,"2,796,037,000"
Germany,Europe,Education-related,31/12/2015,"3,250,873,000"
Germany,Europe,Education-related,31/12/2020,"906,904,000"
Germany,Europe,Education-related,31/12/2017,"2,807,258,000"
Germany,Europe,Education-related,31/12/2014,"4,160,864,000"
Germany,Europe,Education-related,31/12/2019,"2,880,408,000"
Germany,Europe,Tourism-related services in travel and passenger transport,31/12/2014,0
Germany,Europe,Tourism-related services in travel and passenger transport,31/12/2016,0
Germany,Europe,Tourism-related services in travel and passenger transport,31/12/2015,0
Germany,Europe,Tourism-related services in travel and passenger transport,31/12/2017,0
Germany,Europe,Tourism-related services in travel and passenger transport,31/12/2018,0
Germany,Europe,Construction,31/12/2017,"1,861,715,000"
Germany,Europe,Construction,31/12/2016,"2,005,708,000"
Germany,Europe,Construction,31/12/2015,"1,799,630,000"
Germany,Europe,Construction,31/12/2021,"2,342,367,611"
Germany,Europe,Construction,31/12/2020,"1,865,206,000"
Germany,Europe,Construction,31/12/2014,"2,141,543,000"
Germany,Europe,Construction,31/12/2018,"1,996,994,000"
Germany,Europe,Construction,31/12/2019,"2,044,160,000"
Germany,Europe,Insurance and pension services,31/12/2020,"7,965,676,000"
Germany,Europe,Insurance and pension services,31/12/2021,"8,605,953,215"
Germany,Europe,Insurance and pension services,31/12/2019,"7,971,778,000"
Germany,Europe,Insurance and pension services,31/12/2015,"6,124,511,000"
Germany,Europe,Insurance and pension services,31/12/2017,"6,691,102,000"
Germany,Europe,Insurance and pension services,31/12/2016,"6,808,561,000"
Germany,Europe,Insurance and pension services,31/12/2018,"8,364,701,000"
Germany,Europe,Insurance and pension services,31/12/2013,"4,247,321,000"
Germany,Europe,Insurance and pension services,31/12/2014,"5,804,220,000"
Germany,Europe,Direct insurance,31/12/2019,"1,500,096,000"
Germany,Europe,Direct insurance,31/12/2020,"1,450,589,000"
Germany,Europe,Direct insurance,31/12/2014,"1,748,307,000"
Germany,Europe,Direct insurance,31/12/2013,"1,718,585,000"
Germany,Europe,Direct insurance,31/12/2015,"1,623,217,000"
Germany,Europe,Direct insurance,31/12/2016,"1,561,840,000"
Germany,Europe,Direct insurance,31/12/2018,"1,621,451,000"
Germany,Europe,Direct insurance,31/12/2017,"1,534,107,000"
Germany,Europe,Life insurance,31/12/2014,"158,092,000"
Germany,Europe,Life insurance,31/12/2015,"163,098,000"
Germany,Europe,Life insurance,31/12/2016,"164,929,000"
Germany,Europe,Life insurance,31/12/2020,"105,082,000"
Germany,Europe,Life insurance,31/12/2018,"153,524,000"
Germany,Europe,Life insurance,31/12/2017,"172,841,000"
Germany,Europe,Life insurance,31/12/2013,"159,374,000"
Germany,Europe,Life insurance,31/12/2019,"118,664,000"
Germany,Europe,Gross life insurance premiums receivable (credits) and payable (debits),31/12/2017,0
Germany,Europe,Gross life insurance premiums receivable (credits) and payable (debits),31/12/2019,0
Germany,Europe,Gross life insurance premiums receivable (credits) and payable (debits),31/12/2018,0
Germany,Europe,Gross life insurance premiums receivable (credits) and payable (debits),31/12/2016,0
Germany,Europe,Gross life insurance premiums receivable (credits) and payable (debits),31/12/2015,0
Germany,Europe,Gross life insurance claims receivable (credits) and payable (debits),31/12/2016,0
Germany,Europe,Gross life insurance claims receivable (credits) and payable (debits),31/12/2015,0
Germany,Europe,Gross life insurance claims receivable (credits) and payable (debits),31/12/2019,0
Germany,Europe,Gross life insurance claims receivable (credits) and payable (debits),31/12/2017,0
Germany,Europe,Gross life insurance claims receivable (credits) and payable (debits),31/12/2018,0
Germany,Europe,Freight insurance,31/12/2016,"679,639,000"
Germany,Europe,Freight insurance,31/12/2020,"765,271,000"
Germany,Europe,Freight insurance,31/12/2018,"834,935,000"
Germany,Europe,Freight insurance,31/12/2017,"759,146,000"
Germany,Europe,Freight insurance,31/12/2013,"762,340,000"
Germany,Europe,Freight insurance,31/12/2014,"766,545,000"
Germany,Europe,Freight insurance,31/12/2015,"669,036,000"
Germany,Europe,Freight insurance,31/12/2019,"804,902,000"
Germany,Europe,Gross freight insurance premiums receivable (credits) and payable (debits),31/12/2015,0
Germany,Europe,Gross freight insurance premiums receivable (credits) and payable (debits),31/12/2018,0
Germany,Europe,Gross freight insurance premiums receivable (credits) and payable (debits),31/12/2017,0
Germany,Europe,Gross freight insurance premiums receivable (credits) and payable (debits),31/12/2019,0
Germany,Europe,Gross freight insurance premiums receivable (credits) and payable (debits),31/12/2016,0
Germany,Europe,Gross freight insurance claims receivable (credits) and payable (debits),31/12/2017,0
Germany,Europe,Gross freight insurance claims receivable (credits) and payable (debits),31/12/2015,0
Germany,Europe,Gross freight insurance claims receivable (credits) and payable (debits),31/12/2019,0
Germany,Europe,Gross freight insurance claims receivable (credits) and payable (debits),31/12/2016,0
Germany,Europe,Gross freight insurance claims receivable (credits) and payable (debits),31/12/2018,0
Germany,Europe,Gross other direct insurance premiums receivable (credits) and payable (debits),31/12/2015,0
Germany,Europe,Gross other direct insurance premiums receivable (credits) and payable (debits),31/12/2016,0
Germany,Europe,Gross other direct insurance premiums receivable (credits) and payable (debits),31/12/2019,0
Germany,Europe,Gross other direct insurance premiums receivable (credits) and payable (debits),31/12/2018,0
Germany,Europe,Gross other direct insurance premiums receivable (credits) and payable (debits),31/12/2017,0
Germany,Europe,Gross other direct insurance claims receivable (credits) and payable (debits),31/12/2017,0
Germany,Europe,Gross other direct insurance claims receivable (credits) and payable (debits),31/12/2018,0
Germany,Europe,Gross other direct insurance claims receivable (credits) and payable (debits),31/12/2019,0
Germany,Europe,Gross other direct insurance claims receivable (credits) and payable (debits),31/12/2015,0
Germany,Europe,Gross other direct insurance claims receivable (credits) and payable (debits),31/12/2016,0
Germany,Europe,Reinsurance,31/12/2016,"3,078,298,000"
Germany,Europe,Reinsurance,31/12/2018,"4,204,198,000"
Germany,Europe,Reinsurance,31/12/2017,"3,133,736,000"
Germany,Europe,Reinsurance,31/12/2013,"2,030,692,000"
Germany,Europe,Reinsurance,31/12/2019,"4,064,812,000"
Germany,Europe,Reinsurance,31/12/2015,"2,658,393,000"
Germany,Europe,Reinsurance,31/12/2020,"4,142,745,000"
Germany,Europe,Reinsurance,31/12/2014,"2,307,606,000"
Germany,Europe,Auxiliary insurance services,31/12/2020,"2,372,341,000"
Germany,Europe,Auxiliary insurance services,31/12/2018,"2,537,871,000"
Germany,Europe,Auxiliary insurance services,31/12/2017,"2,023,259,000"
Germany,Europe,Auxiliary insurance services,31/12/2013,"499,372,000"
Germany,Europe,Auxiliary insurance services,31/12/2015,"1,842,901,000"
Germany,Europe,Auxiliary insurance services,31/12/2019,"2,406,870,000"
Germany,Europe,Auxiliary insurance services,31/12/2016,"2,168,423,000"
Germany,Europe,Auxiliary insurance services,31/12/2014,"1,749,636,000"
Germany,Europe,Pension and standardized guaranteed services,31/12/2018,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2016,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2015,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2014,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2019,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2017,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2013,0
Germany,Europe,Pension and standardized guaranteed services,31/12/2020,0
Germany,Europe,Pension services,31/12/2019,0
Germany,Europe,Pension services,31/12/2013,0
Germany,Europe,Pension services,31/12/2017,0
Germany,Europe,Pension services,31/12/2016,0
Germany,Europe,Pension services,31/12/2015,0
Germany,Europe,Pension services,31/12/2014,0
Germany,Europe,Pension services,31/12/2020,0
Germany,Europe,Pension services,31/12/2018,0
Germany,Europe,Standardized guarantee services,31/12/2016,0
Germany,Europe,Standardized guarantee services,31/12/2019,0
Germany,Europe,Standardized guarantee services,31/12/2020,0
Germany,Europe,Standardized guarantee services,31/12/2015,0
Germany,Europe,Standardized guarantee services,31/12/2017,0
Germany,Europe,Standardized guarantee services,31/12/2014,0
Germany,Europe,Standardized guarantee services,31/12/2018,0
Germany,Europe,Standardized guarantee services,31/12/2013,0
Germany,Europe,Financial services,31/12/2013,"15,742,183,000"
Germany,Europe,Financial services,31/12/2015,"13,889,992,000"
Germany,Europe,Financial services,31/12/2021,"25,388,860,994"
Germany,Europe,Financial services,31/12/2019,"14,658,399,000"
Germany,Europe,Financial services,31/12/2017,"12,940,498,000"
Germany,Europe,Financial services,31/12/2016,"13,372,497,000"
Germany,Europe,Financial services,31/12/2018,"13,947,073,000"
Germany,Europe,Financial services,31/12/2014,"16,503,965,000"
Germany,Europe,Financial services,31/12/2020,"18,336,816,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2013,"9,570,419,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2014,"9,949,142,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2020,"13,164,952,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2015,"7,704,458,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2019,"9,789,805,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2018,"8,811,102,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2016,"7,794,812,000"
Germany,Europe,Explicitly charged and other financial services,31/12/2017,"8,259,099,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2015,"6,185,534,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2018,"5,135,971,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2013,"6,171,765,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2017,"4,681,399,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2016,"5,577,685,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2020,"5,171,864,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2019,"4,868,595,000"
Germany,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2014,"6,554,823,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2014,"10,750,228,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2013,"8,700,501,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2015,"10,132,072,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2021,"19,837,396,156"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2019,"16,392,465,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2016,"11,319,191,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2018,"16,052,715,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2020,"16,026,154,000"
Germany,Europe,Charges for the use of intellectual property n.i.e.,31/12/2017,"14,370,674,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2013,"1,970,927,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2016,"2,259,189,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2017,"2,525,967,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2018,"3,248,806,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2019,"2,905,036,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2014,"2,211,954,000"
Germany,Europe,Franchises and trademarks licensing fees,31/12/2015,"2,377,686,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2019,"4,190,193,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2014,"4,237,918,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2017,"5,578,366,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2013,"3,915,292,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2018,"4,559,665,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2016,"4,508,416,000"
Germany,Europe,Licences for the use of outcomes of research and development,31/12/2015,"3,694,678,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2013,"1,455,617,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2018,"4,865,533,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2016,"1,980,250,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2019,"6,057,477,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2014,"1,873,186,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2017,"3,165,367,000"
Germany,Europe,Licences to reproduce and/or distribute computer software,31/12/2015,"1,659,831,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2019,"3,000,192,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2016,"2,571,336,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2014,"2,427,171,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2015,"2,398,767,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2018,"3,383,435,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2017,"3,103,234,000"
Germany,Europe,Licences to reproduce and/or distribute audio-visual and related products,31/12/2013,"1,359,993,000"
Germany,Europe,Telecommunications services,31/12/2016,"4,142,031,000"
Germany,Europe,Telecommunications services,31/12/2018,"4,847,818,000"
Germany,Europe,Telecommunications services,31/12/2021,"4,853,353,690"
Germany,Europe,Telecommunications services,31/12/2020,"4,242,116,000"
Germany,Europe,Telecommunications services,31/12/2013,"5,483,799,000"
Germany,Europe,Telecommunications services,31/12/2017,"4,954,782,000"
Germany,Europe,Telecommunications services,31/12/2019,"4,637,983,000"
Germany,Europe,Telecommunications services,31/12/2014,"4,943,351,000"
Germany,Europe,Telecommunications services,31/12/2015,"4,312,677,000"
Germany,Europe,Computer services,31/12/2016,"27,475,549,000"
Germany,Europe,Computer services,31/12/2015,"21,683,210,000"
Germany,Europe,Computer services,31/12/2013,"21,977,697,000"
Germany,Europe,Computer services,31/12/2014,"19,447,923,000"
Germany,Europe,Computer services,31/12/2019,"37,235,961,000"
Germany,Europe,Computer services,31/12/2021,"40,589,668,796"
Germany,Europe,Computer services,31/12/2020,"35,477,753,000"
Germany,Europe,Computer services,31/12/2018,"34,453,167,000"
Germany,Europe,Computer services,31/12/2017,"31,486,474,000"
Germany,Europe,Computer software,31/12/2016,"9,205,006,000"
Germany,Europe,Computer software,31/12/2018,"10,897,848,000"
Germany,Europe,Computer software,31/12/2017,"10,676,617,000"
Germany,Europe,Computer software,31/12/2013,"5,795,907,000"
Germany,Europe,Computer software,31/12/2014,"4,528,859,000"
Germany,Europe,Computer software,31/12/2019,"12,866,121,000"
Germany,Europe,Computer software,31/12/2015,"6,783,562,000"
Germany,Europe,Information services,31/12/2018,"2,508,347,000"
Germany,Europe,Information services,31/12/2017,"2,187,063,000"
Germany,Europe,Information services,31/12/2019,"2,486,353,000"
Germany,Europe,Information services,31/12/2013,"932,339,000"
Germany,Europe,Information services,31/12/2014,"1,238,163,000"
Germany,Europe,Information services,31/12/2021,"3,055,235,318"
Germany,Europe,Information services,31/12/2015,"1,452,352,000"
Germany,Europe,Information services,31/12/2020,"2,670,455,000"
Germany,Europe,Information services,31/12/2016,"1,896,125,000"
Germany,Europe,News agency services,31/12/2020,"588,231,000"
Germany,Europe,News agency services,31/12/2015,"436,039,000"
Germany,Europe,News agency services,31/12/2014,"433,091,000"
Germany,Europe,News agency services,31/12/2019,"556,379,000"
Germany,Europe,News agency services,31/12/2016,"404,020,000"
Germany,Europe,News agency services,31/12/2013,"336,014,000"
Germany,Europe,News agency services,31/12/2018,"526,706,000"
Germany,Europe,News agency services,31/12/2017,"403,296,000"
Germany,Europe,Research and development services,31/12/2015,"17,645,693,000"
Germany,Europe,Research and development services,31/12/2018,"24,516,616,000"
Germany,Europe,Research and development services,31/12/2017,"23,248,839,000"
Germany,Europe,Research and development services,31/12/2016,"21,823,702,000"
Germany,Europe,Research and development services,31/12/2020,"23,833,064,000"
Germany,Europe,Research and development services,31/12/2014,"18,049,012,000"
Germany,Europe,Research and development services,31/12/2019,"24,607,169,000"
Germany,Europe,Research and development services,31/12/2021,"25,817,987,303"
Germany,Europe,Research and development services,31/12/2013,"15,428,747,000"
Germany,Europe,Work undertaken on a systematic basis to increase the stock of knowledge,31/12/2017,"22,811,652,000"
Germany,Europe,Work undertaken on a systematic basis to increase the stock of knowledge,31/12/2016,"21,550,297,000"
