Reporting Economy,Continent,Commercial services traded,Date,Value
Mali,Africa,Financial services,31/12/2014,"6,289,000"
Mali,Africa,Financial services,31/12/2015,"8,339,000"
Mali,Africa,Financial services,31/12/2021,"11,156,092"
Mali,Africa,Financial services,31/12/2013,"2,931,000"
Mali,Africa,Financial services,31/12/2018,"4,830,000"
Mali,Africa,Financial services,31/12/2019,"18,528,000"
Mali,Africa,Financial services,31/12/2017,"4,731,000"
Mali,Africa,Financial services,31/12/2016,"14,846,000"
Mali,Africa,Financial services,31/12/2020,"12,327,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2015,"8,339,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2016,"14,846,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2019,"18,528,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2018,"4,830,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2014,"6,289,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2017,"4,731,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2020,"12,327,000"
Mali,Africa,Explicitly charged and other financial services,31/12/2013,"2,931,000"
Mali,Africa,Financial intermediation services indirectly measured (FISIM),31/12/2020,0
Mali,Africa,Financial intermediation services indirectly measured (FISIM),31/12/2019,0
Mali,Africa,Financial intermediation services indirectly measured (FISIM),31/12/2018,0
Mali,Africa,Charges for the use of intellectual property n.i.e.,31/12/2021,0
Mali,Africa,Charges for the use of intellectual property n.i.e.,31/12/2018,0
Mali,Africa,Charges for the use of intellectual property n.i.e.,31/12/2017,"46,000"
Mali,Africa,Charges for the use of intellectual property n.i.e.,31/12/2019,0
Mali,Africa,Charges for the use of intellectual property n.i.e.,31/12/2020,0
Mali,Africa,Telecommunications services,31/12/2017,"205,691,000"
Mali,Africa,Telecommunications services,31/12/2016,"190,905,000"
Mali,Africa,Telecommunications services,31/12/2020,"209,124,000"
Mali,Africa,Telecommunications services,31/12/2019,"197,210,000"
Mali,Africa,Telecommunications services,31/12/2014,"179,490,000"
Mali,Africa,Telecommunications services,31/12/2015,"185,403,000"
Mali,Africa,Telecommunications services,31/12/2018,"223,001,000"
Mali,Africa,Telecommunications services,31/12/2013,"173,675,000"
Mali,Africa,Telecommunications services,31/12/2021,"189,259,887"
Mali,Africa,Computer services,31/12/2019,"1,000"
Mali,Africa,Computer services,31/12/2018,0
Mali,Africa,Computer services,31/12/2021,0
Mali,Africa,Computer services,31/12/2015,"4,000"
Mali,Africa,Computer services,31/12/2020,0
Mali,Africa,Information services,31/12/2018,0
Mali,Africa,Information services,31/12/2019,"23,184,000"
Mali,Africa,Information services,31/12/2021,0
Mali,Africa,Information services,31/12/2020,0
Mali,Africa,Information services,31/12/2015,"1,636,000"
Mali,Africa,Research and development services,31/12/2019,0
Mali,Africa,Research and development services,31/12/2020,0
Mali,Africa,Research and development services,31/12/2021,0
Mali,Africa,Research and development services,31/12/2018,0
Mali,Africa,Professional and management consulting services,31/12/2014,"1,045,000"
Mali,Africa,Professional and management consulting services,31/12/2020,"19,000"
Mali,Africa,Professional and management consulting services,31/12/2019,0
Mali,Africa,Professional and management consulting services,31/12/2015,"4,058,000"
Mali,Africa,Professional and management consulting services,31/12/2013,"4,615,000"
Mali,Africa,Professional and management consulting services,31/12/2018,0
Mali,Africa,Professional and management consulting services,31/12/2021,"17,195"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2020,"3,322,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2018,"1,429,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2017,"2,199,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2014,"633,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2013,"4,074,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2021,"3,006,452"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2019,"2,710,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2016,"1,337,000"
Mali,Africa,"Technical, trade-related, and other business services",31/12/2015,"3,402,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2015,"1,937,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2016,"964,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2018,"577,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2020,"59,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2017,"887,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2019,"1,697,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2021,"53,396"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2013,"1,128,000"
Mali,Africa,"Personal, cultural, and recreational services",31/12/2014,"1,100,000"
Mali,Africa,Audiovisual and related services,31/12/2016,"889,000"
Mali,Africa,Audiovisual and related services,31/12/2017,"887,000"
Mali,Africa,Audiovisual and related services,31/12/2013,"1,000,000"
Mali,Africa,Audiovisual and related services,31/12/2014,"875,000"
Mali,Africa,Audiovisual and related services,31/12/2019,"3,000"
Mali,Africa,Audiovisual and related services,31/12/2015,"1,881,000"
Mali,Africa,Audiovisual and related services,31/12/2021,0
Mali,Africa,Audiovisual and related services,31/12/2020,0
Mali,Africa,Audiovisual and related services,31/12/2018,"283,000"
Mali,Africa,Goods-related services,31/12/2014,"226,000"
Mali,Africa,Goods-related services,31/12/2020,"186,000"
Mali,Africa,Goods-related services,31/12/2018,0
Mali,Africa,Goods-related services,31/12/2019,"183,518,000"
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2013,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2014,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2018,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2017,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2016,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2019,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2021,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2020,0
Malta,Europe,Manufacturing services on physical inputs owned by others,31/12/2015,0
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2017,"132,881,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2018,"154,264,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2021,"125,522,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2016,"132,243,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2019,"150,478,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2020,"122,125,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2013,"133,022,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2014,"143,183,000"
Malta,Europe,Maintenance and repair services n.i.e.,31/12/2015,"108,455,000"
Malta,Europe,Transport,31/12/2013,"532,251,000"
Malta,Europe,Transport,31/12/2014,"584,356,000"
Malta,Europe,Transport,31/12/2016,"885,216,000"
Malta,Europe,Transport,31/12/2015,"613,802,000"
Malta,Europe,Transport,31/12/2018,"1,248,354,000"
Malta,Europe,Transport,31/12/2017,"1,029,504,000"
Malta,Europe,Transport,31/12/2020,"799,481,000"
Malta,Europe,Transport,31/12/2021,"1,076,323,000"
Malta,Europe,Transport,31/12/2019,"1,133,400,000"
Malta,Europe,Travel,31/12/2015,"1,380,924,000"
Malta,Europe,Travel,31/12/2013,"1,402,105,000"
Malta,Europe,Travel,31/12/2016,"1,450,807,000"
Malta,Europe,Travel,31/12/2021,"771,940,000"
Malta,Europe,Travel,31/12/2019,"1,897,011,000"
Malta,Europe,Travel,31/12/2014,"1,521,499,000"
Malta,Europe,Travel,31/12/2020,"392,307,000"
Malta,Europe,Travel,31/12/2018,"1,848,100,000"
Malta,Europe,Travel,31/12/2017,"1,746,948,000"
Malta,Europe,Business,31/12/2017,"129,460,896"
Malta,Europe,Business,31/12/2015,"90,837,511"
Malta,Europe,Business,31/12/2013,"93,996,696"
Malta,Europe,Business,31/12/2014,"99,865,655"
Malta,Europe,Business,31/12/2016,"96,081,942"
Malta,Europe,Personal,31/12/2013,"1,309,425,424"
Malta,Europe,Personal,31/12/2017,"1,592,428,104"
Malta,Europe,Personal,31/12/2016,"1,349,105,058"
Malta,Europe,Personal,31/12/2015,"1,290,948,489"
Malta,Europe,Personal,31/12/2014,"1,420,571,345"
Malta,Europe,Health-related,31/12/2015,"323,326"
Malta,Europe,Health-related,31/12/2016,"938,741"
Malta,Europe,Health-related,31/12/2017,"266,598"
Malta,Europe,Health-related,31/12/2013,"375,228"
Malta,Europe,Health-related,31/12/2014,"11,950,917"
Malta,Europe,Education-related,31/12/2015,"94,786,216"
Malta,Europe,Education-related,31/12/2014,"99,856,775"
Malta,Europe,Education-related,31/12/2016,"85,705,544"
Malta,Europe,Education-related,31/12/2017,"104,681,088"
Malta,Europe,Education-related,31/12/2013,"102,882,666"
Malta,Europe,Construction,31/12/2013,0
Malta,Europe,Construction,31/12/2017,"4,067,000"
Malta,Europe,Construction,31/12/2019,"4,031,000"
Malta,Europe,Construction,31/12/2018,"4,253,000"
Malta,Europe,Construction,31/12/2014,0
Malta,Europe,Construction,31/12/2015,"1,332,000"
Malta,Europe,Construction,31/12/2021,"4,260,000"
Malta,Europe,Construction,31/12/2020,"4,109,000"
Malta,Europe,Construction,31/12/2016,"3,984,000"
Malta,Europe,Insurance and pension services,31/12/2020,"138,229,000"
Malta,Europe,Insurance and pension services,31/12/2019,"68,123,000"
Malta,Europe,Insurance and pension services,31/12/2021,"159,826,000"
Malta,Europe,Insurance and pension services,31/12/2015,"60,592,000"
Malta,Europe,Insurance and pension services,31/12/2016,"72,686,000"
Malta,Europe,Insurance and pension services,31/12/2014,"88,494,000"
Malta,Europe,Insurance and pension services,31/12/2017,"85,208,000"
Malta,Europe,Insurance and pension services,31/12/2013,"83,205,000"
Malta,Europe,Insurance and pension services,31/12/2018,"91,871,000"
Malta,Europe,Financial services,31/12/2013,"3,953,169,000"
Malta,Europe,Financial services,31/12/2017,"3,758,433,000"
Malta,Europe,Financial services,31/12/2018,"3,997,583,000"
Malta,Europe,Financial services,31/12/2019,"3,852,473,000"
Malta,Europe,Financial services,31/12/2021,"3,714,408,000"
Malta,Europe,Financial services,31/12/2016,"3,311,380,000"
Malta,Europe,Financial services,31/12/2014,"3,933,765,000"
Malta,Europe,Financial services,31/12/2015,"3,303,916,000"
Malta,Europe,Financial services,31/12/2020,"3,877,106,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2018,"3,869,980,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2021,"3,593,312,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2020,"3,785,215,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2013,"3,896,820,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2016,"3,229,957,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2015,"3,250,486,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2014,"3,842,135,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2019,"3,726,007,000"
Malta,Europe,Explicitly charged and other financial services,31/12/2017,"3,647,797,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2015,"53,540,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2013,"56,350,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2017,"110,632,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2018,"127,722,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2016,"81,090,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2014,"91,492,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2019,"126,690,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2021,"121,210,000"
Malta,Europe,Financial intermediation services indirectly measured (FISIM),31/12/2020,"92,001,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2016,"564,194,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2021,"947,869,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2018,"678,040,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2017,"644,850,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2013,"335,608,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2020,"836,656,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2014,"366,414,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2019,"731,901,000"
Malta,Europe,Charges for the use of intellectual property n.i.e.,31/12/2015,"497,630,000"
Malta,Europe,Research and development services,31/12/2015,"440,000"
Malta,Europe,Research and development services,31/12/2021,"7,100,000"
Malta,Europe,Research and development services,31/12/2019,"3,588,000"
Malta,Europe,Research and development services,31/12/2013,"4,385,000"
Malta,Europe,Research and development services,31/12/2020,"7,195,000"
Malta,Europe,Research and development services,31/12/2017,"3,123,000"
Malta,Europe,Research and development services,31/12/2018,"3,168,000"
Malta,Europe,Research and development services,31/12/2014,"4,253,000"
Malta,Europe,Research and development services,31/12/2016,"4,204,000"
Malta,Europe,Professional and management consulting services,31/12/2019,"491,508,000"
Malta,Europe,Professional and management consulting services,31/12/2018,"557,089,000"
Malta,Europe,Professional and management consulting services,31/12/2021,"825,796,000"
Malta,Europe,Professional and management consulting services,31/12/2017,"575,638,000"
Malta,Europe,Professional and management consulting services,31/12/2016,"460,150,000"
Malta,Europe,Professional and management consulting services,31/12/2013,"213,172,000"
Malta,Europe,Professional and management consulting services,31/12/2014,"286,612,000"
Malta,Europe,Professional and management consulting services,31/12/2015,"316,191,000"
Malta,Europe,Professional and management consulting services,31/12/2020,"457,466,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2013,"2,763,713,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2014,"2,960,260,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2015,"3,102,937,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2019,"3,231,652,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2021,"2,891,335,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2020,"3,018,573,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2016,"3,135,527,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2017,"3,099,348,000"
Malta,Europe,"Technical, trade-related, and other business services",31/12/2018,"3,227,151,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2013,"2,633,304,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2016,"3,691,467,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2015,"3,986,449,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2021,"7,432,321,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2019,"5,201,049,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2020,"6,300,750,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2014,"3,337,814,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2018,"4,575,262,000"
Malta,Europe,"Personal, cultural, and recreational services",31/12/2017,"4,511,839,000"
Malta,Europe,Goods-related services,31/12/2017,"132,881,000"
Malta,Europe,Goods-related services,31/12/2019,"150,478,000"
Malta,Europe,Goods-related services,31/12/2018,"154,264,000"
Malta,Europe,Goods-related services,31/12/2016,"132,243,000"
Malta,Europe,Goods-related services,31/12/2013,"133,022,000"
Malta,Europe,Goods-related services,31/12/2020,"122,125,000"
Malta,Europe,Goods-related services,31/12/2021,"125,522,000"
Malta,Europe,Goods-related services,31/12/2014,"143,183,000"
Malta,Europe,Goods-related services,31/12/2015,"108,455,000"
Marshall Islands,Oceania,Manufacturing services on physical inputs owned by others,31/12/2015,"3,500,000"
Marshall Islands,Oceania,Manufacturing services on physical inputs owned by others,31/12/2016,"2,900,000"
Marshall Islands,Oceania,Manufacturing services on physical inputs owned by others,31/12/2017,"3,100,000"
Marshall Islands,Oceania,Manufacturing services on physical inputs owned by others,31/12/2013,"4,600,000"
Marshall Islands,Oceania,Manufacturing services on physical inputs owned by others,31/12/2014,"5,000,000"
Marshall Islands,Oceania,Travel,31/12/2017,"9,400,000"
Marshall Islands,Oceania,Travel,31/12/2013,"7,500,000"
Marshall Islands,Oceania,Travel,31/12/2016,"8,500,000"
Marshall Islands,Oceania,Travel,31/12/2015,"8,200,000"
Marshall Islands,Oceania,Travel,31/12/2014,"8,200,000"
Marshall Islands,Oceania,Goods-related services,31/12/2016,"2,900,000"
Marshall Islands,Oceania,Goods-related services,31/12/2015,"3,500,000"
Marshall Islands,Oceania,Goods-related services,31/12/2017,"3,100,000"
Marshall Islands,Oceania,Goods-related services,31/12/2013,"4,600,000"
Marshall Islands,Oceania,Goods-related services,31/12/2014,"5,000,000"
Mauritania,Africa,Manufacturing services on physical inputs owned by others,31/12/2020,0
Mauritania,Africa,Manufacturing services on physical inputs owned by others,31/12/2021,0
Mauritania,Africa,Manufacturing services on physical inputs owned by others,31/12/2013,0
Mauritania,Africa,Manufacturing services on physical inputs owned by others,31/12/2015,0
Mauritania,Africa,Manufacturing services on physical inputs owned by others,31/12/2014,0
Mauritania,Africa,Manufacturing services on physical inputs owned by others,31/12/2018,"362,000"
Mauritania,Africa,"Goods for processing abroad - Goods sent , Goods returned",31/12/2020,0
Mauritania,Africa,Maintenance and repair services n.i.e.,31/12/2019,"1,000"
Mauritania,Africa,Maintenance and repair services n.i.e.,31/12/2020,"67,000"
Mauritania,Africa,Maintenance and repair services n.i.e.,31/12/2021,"67,000"
Mauritania,Africa,Maintenance and repair services n.i.e.,31/12/2017,"556,000"
Mauritania,Africa,Transport,31/12/2015,"31,335,000"
Mauritania,Africa,Transport,31/12/2021,"62,146,091"
Mauritania,Africa,Transport,31/12/2013,"30,261,000"
Mauritania,Africa,Transport,31/12/2020,"62,414,000"
Mauritania,Africa,Transport,31/12/2016,"33,398,000"
Mauritania,Africa,Transport,31/12/2014,"34,947,000"
Mauritania,Africa,Transport,31/12/2018,"50,635,000"
Mauritania,Africa,Transport,31/12/2017,"56,011,000"
Mauritania,Africa,Transport,31/12/2019,"71,722,000"
Mauritania,Africa,Sea transport,31/12/2016,"20,427,000"
Mauritania,Africa,Sea transport,31/12/2019,"65,505,000"
Mauritania,Africa,Sea transport,31/12/2020,"60,539,000"
Mauritania,Africa,Sea transport,31/12/2021,"60,279,139"
Mauritania,Africa,Sea transport,31/12/2013,"20,121,800"
Mauritania,Africa,Sea transport,31/12/2017,"54,897,000"
Mauritania,Africa,Sea transport,31/12/2018,"48,830,000"
Mauritania,Africa,Sea transport,31/12/2014,"28,094,000"
Mauritania,Africa,Sea transport,31/12/2015,"26,570,000"
Mauritania,Africa,Freight (Sea),31/12/2013,"19,721,200"
Mauritania,Africa,Freight (Sea),31/12/2014,"24,172,000"
Mauritania,Africa,Freight (Sea),31/12/2018,0
Mauritania,Africa,Freight (Sea),31/12/2017,0
Mauritania,Africa,Freight (Sea),31/12/2015,"20,236,000"
Mauritania,Africa,Freight (Sea),31/12/2020,0
Mauritania,Africa,Freight (Sea),31/12/2021,0
Mauritania,Africa,Freight (Sea),31/12/2016,"20,427,000"
Mauritania,Africa,Air transport,31/12/2016,"2,576,000"
Mauritania,Africa,Air transport,31/12/2019,"3,877,000"
Mauritania,Africa,Air transport,31/12/2013,"10,139,700"
Mauritania,Africa,Air transport,31/12/2017,"1,115,000"
Mauritania,Africa,Air transport,31/12/2018,"1,805,000"
Mauritania,Africa,Air transport,31/12/2021,"1,740,497"
Mauritania,Africa,Air transport,31/12/2014,"6,853,000"
Mauritania,Africa,Air transport,31/12/2020,"1,748,000"
Mauritania,Africa,Air transport,31/12/2015,"4,764,000"
Mauritania,Africa,Passenger (Air),31/12/2015,"1,992,000"
Mauritania,Africa,Passenger (Air),31/12/2019,"2,502,000"
Mauritania,Africa,Passenger (Air),31/12/2014,"4,944,000"
Mauritania,Africa,Passenger (Air),31/12/2013,"8,657,800"
Mauritania,Africa,Passenger (Air),31/12/2021,"882,197"
Mauritania,Africa,Passenger (Air),31/12/2020,"886,000"
Mauritania,Africa,Passenger (Air),31/12/2017,"1,115,000"
Mauritania,Africa,Passenger (Air),31/12/2018,"1,805,000"
Mauritania,Africa,Passenger (Air),31/12/2016,"2,576,000"
Mauritania,Africa,Freight (Air),31/12/2018,0
Mauritania,Africa,Freight (Air),31/12/2019,"1,375,000"
Mauritania,Africa,Postal and courier services,31/12/2021,"126,455"
Mauritania,Africa,Postal and courier services,31/12/2020,"127,000"
Mauritania,Africa,Postal and courier services,31/12/2018,0
Mauritania,Africa,Postal and courier services,31/12/2019,"119,000"
Mauritania,Africa,Travel,31/12/2014,"36,522,000"
Mauritania,Africa,Travel,31/12/2020,"5,532,000"
Mauritania,Africa,Travel,31/12/2013,"40,745,500"
Mauritania,Africa,Travel,31/12/2015,"28,955,000"
Mauritania,Africa,Travel,31/12/2016,"30,405,000"
Mauritania,Africa,Travel,31/12/2019,"11,167,000"
Mauritania,Africa,Travel,31/12/2018,"4,247,000"
Mauritania,Africa,Travel,31/12/2017,"22,483,000"
Mauritania,Africa,Business,31/12/2016,"2,570,000"
Mauritania,Africa,Business,31/12/2017,"142,000"
Mauritania,Africa,Business,31/12/2013,"3,402,190"
Mauritania,Africa,Business,31/12/2015,"4,768,000"
Mauritania,Africa,Business,31/12/2018,"1,209,000"
Mauritania,Africa,Business,31/12/2019,"298,000"
Mauritania,Africa,Business,31/12/2014,"5,749,000"
Mauritania,Africa,Business,31/12/2020,"3,055,000"
Mauritania,Africa,Personal,31/12/2016,"27,834,000"
Mauritania,Africa,Personal,31/12/2020,"2,477,000"
Mauritania,Africa,Personal,31/12/2019,"10,869,000"
Mauritania,Africa,Personal,31/12/2014,"30,774,000"
Mauritania,Africa,Personal,31/12/2015,"24,187,000"
Mauritania,Africa,Personal,31/12/2013,"37,343,300"
Mauritania,Africa,Personal,31/12/2017,"22,340,000"
Mauritania,Africa,Personal,31/12/2018,"3,038,000"
Mauritania,Africa,Health-related,31/12/2019,0
Mauritania,Africa,Health-related,31/12/2020,"170,000"
Mauritania,Africa,Health-related,31/12/2018,0
Mauritania,Africa,Health-related,31/12/2017,0
Mauritania,Africa,Education-related,31/12/2017,0
Mauritania,Africa,Education-related,31/12/2019,"51,000"
Mauritania,Africa,Education-related,31/12/2020,"40,000"
Mauritania,Africa,Education-related,31/12/2018,0
Mauritania,Africa,Construction,31/12/2019,"10,000"
Mauritania,Africa,Construction,31/12/2013,0
Mauritania,Africa,Construction,31/12/2020,0
Mauritania,Africa,Construction,31/12/2021,0
Mauritania,Africa,Construction,31/12/2018,0
Mauritania,Africa,Construction,31/12/2015,0
Mauritania,Africa,Construction,31/12/2014,0
Mauritania,Africa,Insurance and pension services,31/12/2017,"2,012,000"
Mauritania,Africa,Insurance and pension services,31/12/2020,"3,386,000"
Mauritania,Africa,Insurance and pension services,31/12/2015,"2,255,000"
Mauritania,Africa,Insurance and pension services,31/12/2014,"2,872,000"
Mauritania,Africa,Insurance and pension services,31/12/2013,"2,392,720"
Mauritania,Africa,Insurance and pension services,31/12/2021,"3,371,466"
Mauritania,Africa,Insurance and pension services,31/12/2016,"2,974,000"
Mauritania,Africa,Insurance and pension services,31/12/2018,"1,514,000"
Mauritania,Africa,Insurance and pension services,31/12/2019,"999,000"
Mauritania,Africa,Direct insurance,31/12/2013,"2,392,720"
Mauritania,Africa,Direct insurance,31/12/2015,"2,255,000"
Mauritania,Africa,Direct insurance,31/12/2020,"3,133,000"
Mauritania,Africa,Direct insurance,31/12/2018,"1,514,000"
Mauritania,Africa,Direct insurance,31/12/2017,"2,012,000"
Mauritania,Africa,Direct insurance,31/12/2016,"2,974,000"
Mauritania,Africa,Direct insurance,31/12/2019,"446,000"
Mauritania,Africa,Direct insurance,31/12/2014,"2,872,000"
Mauritania,Africa,Reinsurance,31/12/2020,"11,000"
Mauritania,Africa,Reinsurance,31/12/2019,"70,000"
Mauritania,Africa,Auxiliary insurance services,31/12/2020,"243,000"
Mauritania,Africa,Auxiliary insurance services,31/12/2019,"483,000"
Mauritania,Africa,Financial services,31/12/2019,"78,000"
Mauritania,Africa,Financial services,31/12/2013,"168,940"
Mauritania,Africa,Financial services,31/12/2020,"5,000"
Mauritania,Africa,Financial services,31/12/2014,0
Mauritania,Africa,Financial services,31/12/2021,"4,979"
Mauritania,Africa,Financial services,31/12/2016,"89,000"
Mauritania,Africa,Financial services,31/12/2018,"335,000"
Mauritania,Africa,Financial services,31/12/2017,"249,000"
Mauritania,Africa,Financial services,31/12/2015,0
Mauritania,Africa,Explicitly charged and other financial services,31/12/2020,"5,000"
Mauritania,Africa,Explicitly charged and other financial services,31/12/2018,"335,000"
Mauritania,Africa,Explicitly charged and other financial services,31/12/2017,"249,000"
Mauritania,Africa,Explicitly charged and other financial services,31/12/2013,"168,940"
Mauritania,Africa,Explicitly charged and other financial services,31/12/2014,0
Mauritania,Africa,Explicitly charged and other financial services,31/12/2019,"78,000"
Mauritania,Africa,Explicitly charged and other financial services,31/12/2016,"89,000"
Mauritania,Africa,Explicitly charged and other financial services,31/12/2015,0
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2015,0
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2013,0
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2018,"77,000"
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2020,0
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2021,0
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2019,"6,000"
Mauritania,Africa,Charges for the use of intellectual property n.i.e.,31/12/2014,0
Mauritania,Africa,Telecommunications services,31/12/2020,"8,147,000"
Mauritania,Africa,Telecommunications services,31/12/2021,"8,112,029"
Mauritania,Africa,Telecommunications services,31/12/2013,"19,620,100"
Mauritania,Africa,Telecommunications services,31/12/2015,"15,864,000"
Mauritania,Africa,Telecommunications services,31/12/2019,"10,772,000"
Mauritania,Africa,Telecommunications services,31/12/2014,"16,955,000"
Mauritania,Africa,Telecommunications services,31/12/2017,"14,253,000"
Mauritania,Africa,Telecommunications services,31/12/2016,"13,759,000"
Mauritania,Africa,Telecommunications services,31/12/2018,"18,635,000"
Mauritania,Africa,Computer services,31/12/2018,"2,004,000"
Mauritania,Africa,Computer services,31/12/2014,"12,000"
Mauritania,Africa,Computer services,31/12/2019,"1,384,000"
Mauritania,Africa,Computer services,31/12/2016,"562,000"
Mauritania,Africa,Computer services,31/12/2020,"3,375,000"
Mauritania,Africa,Computer services,31/12/2015,"441,000"
Mauritania,Africa,Computer services,31/12/2017,"229,000"
Mauritania,Africa,Computer services,31/12/2013,0
Mauritania,Africa,Computer services,31/12/2021,"3,360,513"
Mauritania,Africa,Information services,31/12/2015,0
Mauritania,Africa,Information services,31/12/2018,"377,000"
Mauritania,Africa,Information services,31/12/2017,"136,000"
Mauritania,Africa,Information services,31/12/2014,0
Mauritania,Africa,Information services,31/12/2020,"444,000"
Mauritania,Africa,Information services,31/12/2019,"336,000"
Mauritania,Africa,Information services,31/12/2021,"442,094"
Mauritania,Africa,Information services,31/12/2013,0
Mauritania,Africa,Research and development services,31/12/2019,"7,000"
Mauritania,Africa,Research and development services,31/12/2017,"78,000"
Mauritania,Africa,Professional and management consulting services,31/12/2017,"19,404,000"
Mauritania,Africa,Professional and management consulting services,31/12/2021,"11,883,769"
Mauritania,Africa,Professional and management consulting services,31/12/2013,0
Mauritania,Africa,Professional and management consulting services,31/12/2015,0
Mauritania,Africa,Professional and management consulting services,31/12/2020,"11,935,000"
Mauritania,Africa,Professional and management consulting services,31/12/2018,"13,047,000"
Mauritania,Africa,Professional and management consulting services,31/12/2019,"11,083,000"
